28980,867,	4445:	67,46%	
29013,229,	4450:	66,87%	
29043,596,	4455:	66,92%	
29076,307,	4460:	67,43%	
29108,2,	4465:	65,32%	
29139,64,	4470:	67,07%	
29172,633,	4475:	66,73%	
29206,668,	4480:	66,58%	
29238,24,	4485:	67,30%	
29272,092,	4490:	66,54%	
29304,736,	4495:	66,72%	
29336,396,	4500:	67,59%	
29367,9,	4505:	66,94%	
29401,889,	4510:	66,70%	
29433,744,	4515:	66,71%	
29466,037,	4520:	67,43%	
29497,516,	4525:	66,39%	
29528,498,	4530:	66,96%	
29560,8,	4535:	66,84%	
29592,8,	4540:	67,16%	
29627,393,	4545:	66,14%	
29660,264,	4550:	66,50%	
29693,008,	4555:	66,28%	
29727,07,	4560:	65,65%	
29758,928,	4565:	66,77%	
29792,56,	4570:	67,59%	
29826,336,	4575:	67,02%	
29864,424,	4580:	67,32%	
29906,746,	4585:	67,27%	
29945,15,	4590:	67,24%	
29979,14,	4595:	67,34%	
30015,02,	4600:	67,08%	
30065,527,	4605:	66,10%	
30103,195,	4610:	65,70%	
30141,506,	4615:	67,02%	
